HotelName,Date of review,Rating,Title,Description,Date of stay,Trip type,Room Tip
Grand Hyatt Singapore,Dec-20,5,Fabulous stay at Grand Hyatt,Enjoyed my stay with my family during the holidays. Gorgeous room and great hospitality! Will come back to stay at Grand Hyatt again definitely! The staff are helpful and patient to attend to guestsâ€™ needs.,Dec-20,,
Grand Hyatt Singapore,Dec-20,4,Stay at Grand Hyatt,Got to put up with the construction noise for hours until I lodged a complaint. Receptionist did not inform of the on-going construction work at the level. Not given the higher floor room as requested.,Dec-20,,
Grand Hyatt Singapore,Dec-20,5,One of the Best Hotel in Singapore,"Enjoyed our stay very much at the Grand Hyatt and will definitely be back again! Our room was so spacious and clean. The bathroom too! The kids love the pool. Staff was very friendly, made us feel very welcomed.",Dec-20,,
Grand Hyatt Singapore,Dec-20,5,Grand Hyatt with a GRAND Service,"This was an awesome stay at Grand Hyatt, I feel the festivity mood in and around the Hotel.  Service was excellent especially from Mr. Jais & Ms. Mandy they made us feel very welcome with Grand Hyatt hospitality.",Dec-20,,
Grand Hyatt Singapore,Dec-20,5,Grand Hyatt Staycation,"It was a great experience. The team was very helpful and kind. They handled it well despite the crowd. For example, because of the delay to check in, they reimburse us through upgrades & complimentary dinner.",Dec-20,,
Grand Hyatt Singapore,Dec-20,3,Good room but average stay,"Good Room but pool was restricted use, only slot for all guest was during breakfast 7-9am or out in the cold 7-9pm, rest of the time is reservations which was full at checkin. People were queing atleast 20 minutes to check in all the way till 6pm",Dec-20,,
Grand Hyatt Singapore,Dec-20,2,Xmas Day Brunch,"As one of our favourite places to go for a Sunday Brunch we immediately thought of the Meza9 restaurant for our Xmas Lunch and albeit expensive (we chose the non alcohol option) we were looking forward to be wowed! We understand in Covid times there is no such thing as a brunch but what we got as table service was average at best, no salt and pepper on the table no sauces offered for the various starters, had to ask for drinks beyond water!   The main course was dry, unimaginative and even the vegetables were over cooked not what we were expecting from the team there!   The dessert was probably the best course and whilst it had the â€œtadaâ€ moment it didnâ€™t do much to enthuse us both.  In all the experience was poor and not up to the standards expected, we know from friends whoâ€¦",Dec-20,,
Grand Hyatt Singapore,Dec-20,5,Awesome staycay!,Awesome family staycation! Worth the package deal with room upgrade and breakfast and Most awesome was spa credits for the massage session by therapist Rose! She paid attention to all my needs and was so friendly! Much needed pampering session!!! Will definitely be back! :),Dec-20,,
Grand Hyatt Singapore,Dec-20,1,A much cherished Staycation 2020,"In times of global pandemic, GHS transforms itself from a business meeting hotel to a family friendly staycation.  They even prepared a swan towels roses petals filled room for my family!  Must go and support and get pampered ðŸ¤©",Dec-20,,
Grand Hyatt Singapore,Dec-20,3,Grand Hyatt Singapore,"Beautiful hotel, reasonable service, decent view, convenient location in the heart of Orchard Road (shopping district). The pool area is gorgeous and tranquil, akin to transporting you to a luxurious resort, perfect for a stay to relax in while being in urban Singapore.",Dec-20,,
Grand Hyatt Singapore,Dec-20,5,Great staycation,"Very enjoyable staycation Great location , big rooms and club level status meant breakfast and happy hours Very nice fitness room, pool too was good enough and the room for 3 of us plenty Recommended for location, space and price wasnâ€™t too bad considering this city",Dec-20,,
Grand Hyatt Singapore,Dec-20,5,Staycation,"Highly recommended. Staff is very friendly and the quality of the food and the cleanliness of the hotel is fantastic. Location is superb with easy access to shopping malls and f&b outlets. Will visit again, definitely!",Dec-20,,
Grand Hyatt Singapore,Dec-20,5,Staycationnn,The entire stay was a smooth one.. the staffs are so accomodating. There is a queue for check in which is expected for weekends but the queue dissapear fast. We are welcome with a complimentary for our anniversary. Thanks hyatt... :-),Dec-20,,
Grand Hyatt Singapore,Dec-20,3,Unpleasant stay,"- room is big  - air conditioning in room is perfect  - had the unlucky fortune to have a room with an unclean toilet, guessed the cleaner missed the whole toilet cubicle.  pee stain on the floor of the toilet cubicle, unflushed toilet bowl - arrived at 4pm, standard hotel check in time is 3pm, only managed to get a room at 5.30pm. you would except after waiting so long the room should be in perfect condition but to my nightmare i had a toilet with a. public toilet stench  - missed breakfast the slot was 8am, too early. who wakes up so early on vacation?  - paid for breakfast didnâ€™t get to enjoy, suggested a tray to be sent up also not possible, had to order breakfast from elsewhere.",Dec-20,,
Grand Hyatt Singapore,Dec-20,5,Absolute A class Customer Service,"Rooms were alright. Felt that the ceilings were quite low (we stayed in the King Deluxe Suite). Nice bathroom, great content selection for the television. Check-in process was tolerable (30-40minutes queue), same for the check-out process. Despite that, what makes this place so great is the staff! They are simply exceptional. Phenomenal customer service and great attitude. They always greet you with a smile followed by genuine enthusiasm in their tone. Special thanks to Royston at the front desk who made the 30-40minutes wait at the check-in process so much better. He was so polite and kind and made us feel so welcomed! Fantastic place. Will definitely definitely go again for the Duplex Suite so that there will be 2 storeys haha!",Dec-20,,
SO/ Singapore Hotel,Jan-20,5,Wonderful Hotel,"The hotel is Excellent... Central city very good locationðŸ˜ðŸ˜ðŸ˜ðŸ˜ the staff very nice.... room very clean... I am satisfied with the services, I would like to recommend this hotel to my friends and my colleaguesðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ lovely hotel",Jan-20,,
